sample,kind,m_rank1,m_rank2,m_rank3,m_rank4,m_rank5,m_rank6,workerId,hitId,assignmentId,trialIdx
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,TEXGen,paint3d,syncmvd,goatex,mvadapter,spotex,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,18
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,paint3d,syncmvd,TEXGen,mvadapter,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,syncmvd,paint3d,goatex,spotex,mvadapter,TEXGen,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,syncmvd,spotex,TEXGen,goatex,paint3d,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,paint3d,goatex,syncmvd,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,23
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,syncmvd,TEXGen,paint3d,goatex,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,24
01_d85c3093011d4e03a0df7a4049b13816,main,TEXGen,paint3d,spotex,syncmvd,goatex,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,goatex,syncmvd,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,goatex,syncmvd,TEXGen,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,4
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,mvadapter,goatex,syncmvd,TEXGen,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,5
58_1d7b005b0cf241d9890739a549769c86,main,goatex,spotex,paint3d,syncmvd,TEXGen,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,7
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,spotex,paint3d,mvadapter,goatex,syncmvd,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,goatex,TEXGen,mvadapter,syncmvd,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,10
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,mvadapter,syncmvd,TEXGen,goatex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,12
58_1d7b005b0cf241d9890739a549769c86,main,spotex,TEXGen,goatex,mvadapter,paint3d,syncmvd,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,paint3d,goatex,spotex,syncmvd,mvadapter,TEXGen,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,14
48_d53b232eab0048b48835c2caef28f44e,main,paint3d,mvadapter,syncmvd,spotex,TEXGen,goatex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,TEXGen,syncmvd,paint3d,spotex,goatex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,TEXGen,syncmvd,goatex,mvadapter,paint3d,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,TEXGen,mvadapter,goatex,paint3d,syncmvd,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,18
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,syncmvd,goatex,TEXGen,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,mvadapter,paint3d,goatex,syncmvd,spotex,TEXGen,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,paint3d,spotex,syncmvd,goatex,TEXGen,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,mvadapter,paint3d,TEXGen,syncmvd,goatex,spotex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,23
48_d53b232eab0048b48835c2caef28f44e,main,TEXGen,spotex,syncmvd,goatex,paint3d,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,24
